ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action,ticket_summary,risk_rationale,recommended_next_step,sla_note,human_review_note
TKT-0276,2026-05-25 10:43:00,"There are messages sent from my account that I did not write",Account abuse,Credential sharing,High,4,North America,Web form,Spanish,0.78,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0277,2026-03-07 03:59:00,"I was given a warning but I thought my post followed the guidelines",Policy confusion,Policy clarification,Low,72,Asia Pacific,In-app report,Portuguese,0.85,Content Moderation,False,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0278,2026-01-13 11:49:00,"I received a refund request from someone I do not recognise",Billing safety escalation,Billing dispute,Medium,24,Middle East & Africa,API,English,0.75,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0279,2026-02-07 23:10:00,"Someone posted my home address and phone number publicly",Privacy concern,Data request,High,4,Asia Pacific,Web form,Japanese,0.59,Legal & Compliance,True,Escalate to specialist,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0280,2026-06-14 11:06:00,"I saw a video making misleading claims about an election",Misinformation,Election misinformation,Critical,1,Asia Pacific,Web form,Japanese,0.67,Content Moderation,True,Immediate action required,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0281,2026-06-01 03:39:00,"A user is sharing private photos of me that I did not give permission to share",Privacy concern,Unauthorised sharing,High,4,Europe,In-app report,Japanese,0.78,Legal & Compliance,True,Escalate to specialist,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0282,2026-04-03 13:10:00,"A bot is flooding a comment section with spam",Platform integrity,Bot activity,Medium,24,Middle East & Africa,API,Portuguese,0.76,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0283,2026-04-18 09:29:00,"I am not sure which rule my content violated",Policy confusion,Account restriction query,Low,72,North America,Web form,Japanese,0.74,Content Moderation,False,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0284,2026-03-09 12:01:00,"A user is sharing private photos of me that I did not give permission to share",Privacy concern,Doxxing,Medium,24,Europe,Email,English,0.76,Legal & Compliance,False,Monitor and log,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0285,2026-03-27 17:04:00,"Someone in a group I follow has posted something concerning",Self-harm concern,Crisis language,High,4,Asia Pacific,API,Arabic,0.71,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0286,2026-05-31 15:13:00,"A bot is flooding a comment section with spam",Platform integrity,Coordinated inauthentic behaviour,Medium,24,Latin America,Email,Japanese,0.58,Content Moderation,True,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0287,2026-05-02 00:24:00,"A user has been sending me threatening messages repeatedly",Harassment,Coordinated harassment,Medium,24,North America,API,Arabic,0.93,Trust & Safety Review,False,Monitor and log,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0288,2026-05-24 14:58:00,"A user asked someone I know who is under 18 to meet up in person",Child safety concern,Inappropriate content involving minor,Critical,1,Asia Pacific,Email,English,0.89,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0289,2026-03-30 19:57:00,"I am seeing content that is very distressing and affecting my wellbeing",Self-harm concern,Wellness concern,High,4,Europe,Web form,Portuguese,0.57,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0290,2026-03-06 21:39:00,"Someone logged into my account without my permission",Account abuse,Credential sharing,High,4,Europe,API,German,0.65,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0291,2026-04-27 16:04:00,"I am being targeted by a group of users leaving abusive comments",Harassment,Threatening messages,High,4,Europe,API,Japanese,0.68,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0292,2026-02-01 08:36:00,"I have been receiving hateful messages about my identity",Harassment,Threatening messages,High,4,Middle East & Africa,API,Spanish,0.57,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0293,2026-03-24 14:30:00,"I see a charge on my account that I did not authorise",Billing safety escalation,Billing dispute,Medium,24,Middle East & Africa,Web form,Portuguese,0.88,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0294,2026-04-05 21:14:00,"A post is spreading false information about health treatments",Misinformation,Health misinformation,Medium,24,Asia Pacific,In-app report,Portuguese,0.67,Content Moderation,True,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0295,2026-06-04 15:06:00,"Several accounts are posting the same content simultaneously which seems coordinated",Platform integrity,Fake account,Medium,24,Latin America,Web form,Arabic,0.96,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0296,2026-01-25 08:40:00,"There is a suspicious transaction linked to my payment method",Billing safety escalation,Suspicious refund request,Critical,1,Europe,In-app report,English,0.7,Billing Operations,True,Immediate action required,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0297,2026-02-06 21:59:00,"I was charged twice for the same transaction",Billing safety escalation,Billing dispute,Medium,24,North America,In-app report,Japanese,0.94,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0298,2026-01-25 18:54:00,"My account was accessed from an unknown location",Account abuse,Suspicious login,High,4,Asia Pacific,Email,German,0.95,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0299,2026-05-09 03:19:00,"I have been receiving hateful messages about my identity",Harassment,Threatening messages,High,4,North America,In-app report,Spanish,0.84,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0300,2026-06-01 20:27:00,"I was given a warning but I thought my post followed the guidelines",Policy confusion,Account restriction query,Low,72,Latin America,Web form,German,0.8,Content Moderation,False,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0301,2026-02-17 20:33:00,"I was given a warning but I thought my post followed the guidelines",Policy confusion,Moderation dispute,Low,72,Middle East & Africa,Web form,Portuguese,0.79,Content Moderation,False,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0302,2026-01-03 03:37:00,"I see a charge on my account that I did not authorise",Billing safety escalation,Suspicious refund request,Medium,24,Europe,Email,Japanese,0.84,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0303,2026-04-02 17:52:00,"I am not sure which rule my content violated",Policy confusion,Account restriction query,Low,72,North America,In-app report,French,0.66,Content Moderation,True,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0304,2026-03-03 22:40:00,"I saw content in a group that seemed to target young users in an inappropriate way",Child safety concern,Minor account concern,Critical,1,Asia Pacific,API,Spanish,0.75,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0305,2026-06-05 17:23:00,"A viral post contains factually incorrect information that could cause harm",Misinformation,Coordinated false claims,Critical,1,Europe,In-app report,Spanish,0.71,Content Moderation,True,Immediate action required,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0306,2026-01-16 10:38:00,"A viral post contains factually incorrect information that could cause harm",Misinformation,Coordinated false claims,Medium,24,Asia Pacific,API,Japanese,0.71,Content Moderation,False,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0307,2026-06-12 02:18:00,"A message I received looks like a phishing attempt",Scam or fraud,Impersonation,High,4,Middle East & Africa,Email,Spanish,0.69,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0308,2026-02-19 11:09:00,"A user is sharing private photos of me that I did not give permission to share",Privacy concern,Data request,Medium,24,North America,In-app report,Korean,0.64,Legal & Compliance,True,Monitor and log,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0309,2026-01-03 15:29:00,"Someone in a group I follow has posted something concerning",Self-harm concern,User concern for another,High,4,Europe,Email,Japanese,0.81,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0310,2026-05-31 00:16:00,"I cannot log in and I think my password was changed by someone else",Account abuse,Credential sharing,High,4,Middle East & Africa,In-app report,Portuguese,0.92,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0311,2026-06-15 05:23:00,"Someone in a group I follow has posted something concerning",Self-harm concern,Crisis language,High,4,Latin America,Email,English,0.6,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0312,2026-03-03 13:18:00,"A message I received looks like a phishing attempt",Scam or fraud,Phishing attempt,High,4,Europe,Web form,Arabic,0.96,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0313,2026-01-29 07:28:00,"I think I was tricked into sending money to a fake account",Scam or fraud,Fake giveaway,High,4,Latin America,Email,Korean,0.85,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0314,2026-06-04 20:40:00,"A message I received looks like a phishing attempt",Scam or fraud,Fake giveaway,High,4,Europe,In-app report,Portuguese,0.83,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0315,2026-06-09 21:58:00,"I am being targeted by a group of users leaving abusive comments",Harassment,Hate speech,High,4,North America,API,English,0.94,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0316,2026-02-05 06:51:00,"A message I received looks like a phishing attempt",Scam or fraud,Fake giveaway,High,4,Middle East & Africa,Web form,English,0.87,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0317,2026-02-24 01:08:00,"I was charged twice for the same transaction",Billing safety escalation,Payment fraud link,Medium,24,Europe,Web form,French,0.97,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0318,2026-02-16 09:09:00,"I saw a post from a friend that worries me and I think they need help",Self-harm concern,Distressing content,High,4,Asia Pacific,Web form,German,0.88,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0319,2026-03-05 12:36:00,"A bot is flooding a comment section with spam",Platform integrity,Spam campaign,Medium,24,Middle East & Africa,Web form,German,0.97,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0320,2026-04-10 02:55:00,"I received a suspicious message asking me to click a link to verify my account",Scam or fraud,Payment scam,High,4,Middle East & Africa,Web form,Arabic,0.87,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0321,2026-02-02 04:27:00,"I saw a video making misleading claims about an election",Misinformation,Election misinformation,Medium,24,Latin America,Email,Japanese,0.9,Content Moderation,False,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0322,2026-04-21 02:40:00,"I am a parent and I noticed an adult was messaging my young child asking for photos",Child safety concern,Possible grooming,Critical,1,Middle East & Africa,Web form,Korean,0.84,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0323,2026-04-03 03:44:00,"Several accounts are posting the same content simultaneously which seems coordinated",Platform integrity,Coordinated inauthentic behaviour,Medium,24,Asia Pacific,API,French,0.66,Content Moderation,True,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0324,2026-04-09 15:11:00,"Someone keeps contacting me after I asked them to stop",Harassment,Targeted abuse,High,4,Europe,API,Portuguese,0.63,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0325,2026-02-09 12:40:00,"A bot is flooding a comment section with spam",Platform integrity,Spam campaign,Medium,24,North America,In-app report,Portuguese,0.8,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0326,2026-02-04 13:25:00,"I think I was tricked into sending money to a fake account",Scam or fraud,Fake giveaway,High,4,Asia Pacific,In-app report,Korean,0.63,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0327,2026-02-04 23:13:00,"A user has been sending me threatening messages repeatedly",Harassment,Coordinated harassment,High,4,Asia Pacific,In-app report,Portuguese,0.75,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0328,2026-06-05 23:59:00,"There are messages sent from my account that I did not write",Account abuse,Credential sharing,High,4,Europe,API,German,0.68,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0329,2026-01-31 07:06:00,"A user posted something that suggests they are in crisis",Self-harm concern,Distressing content,High,4,Middle East & Africa,API,French,0.97,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0330,2026-03-24 04:28:00,"Someone is sharing manipulated images and presenting them as real",Misinformation,Coordinated false claims,Medium,24,Asia Pacific,API,Arabic,0.75,Content Moderation,False,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0331,2026-05-09 17:44:00,"I am being targeted by a group of users leaving abusive comments",Harassment,Hate speech,High,4,Asia Pacific,API,Portuguese,0.89,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0332,2026-01-31 16:26:00,"My account was accessed from an unknown location",Account abuse,Compromised account,High,4,Europe,Email,Japanese,0.79,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0333,2026-01-21 22:50:00,"I received a suspicious message asking me to click a link to verify my account",Scam or fraud,Impersonation,High,4,North America,In-app report,Japanese,0.72,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0334,2026-03-24 12:29:00,"My personal information was shared in a public post without my consent",Privacy concern,Data request,Medium,24,Europe,Email,German,0.73,Legal & Compliance,False,Monitor and log,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0335,2026-04-19 13:23:00,"I was given a warning but I thought my post followed the guidelines",Policy confusion,Account restriction query,Low,72,Latin America,API,Japanese,0.58,Content Moderation,True,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0336,2026-04-06 19:01:00,"I was charged twice for the same transaction",Billing safety escalation,Billing dispute,Medium,24,Europe,Email,English,0.6,Billing Operations,True,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0337,2026-05-24 01:18:00,"I received a refund request from someone I do not recognise",Billing safety escalation,Unauthorised charge,Medium,24,Europe,API,German,0.76,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0338,2026-03-05 11:06:00,"A user posted something that suggests they are in crisis",Self-harm concern,User concern for another,High,4,Latin America,Web form,Arabic,0.75,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0339,2026-03-25 03:14:00,"My account was accessed from an unknown location",Account abuse,Account takeover,High,4,Europe,In-app report,English,0.73,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0340,2026-05-30 07:16:00,"There are messages sent from my account that I did not write",Account abuse,Suspicious login,High,4,Latin America,In-app report,French,0.89,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0341,2026-01-22 06:41:00,"There is a suspicious transaction linked to my payment method",Billing safety escalation,Unauthorised charge,Medium,24,North America,Web form,German,0.88,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0342,2026-03-18 08:54:00,"I saw a post from a friend that worries me and I think they need help",Self-harm concern,Crisis language,High,4,Latin America,Email,German,0.77,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0343,2026-05-01 19:54:00,"I am a parent and I noticed an adult was messaging my young child asking for photos",Child safety concern,Inappropriate content involving minor,Critical,1,Asia Pacific,Web form,French,0.58,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0344,2026-06-07 04:01:00,"My account was restricted and I want to appeal the decision",Policy confusion,Content removal appeal,Low,72,Latin America,In-app report,English,0.63,Content Moderation,True,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
