ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action
TKT-0151,2026-02-24 14:37:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,non_immediate_distress,High,4,North America,Appeal form,Spanish,0.81,Trust & Safety Review,True,Safety escalation
TKT-0152,2026-02-10 00:10:00,Private information about a child was shared publicly.,Child safety concern,suspected_grooming_signal,Critical,1,Global / Unknown,Email support,Spanish,0.86,Child Safety Escalation,True,Child safety escalation
TKT-0153,2026-04-16 14:07:00,I am worried that another user may hurt themselves based on their recent messages.,Self-harm concern,potential_immediate_risk,Critical,1,Middle East,Appeal form,German,0.79,Trust & Safety Review,True,Human review required
TKT-0154,2026-02-16 14:26:00,I think a minor may be at risk based on this interaction.,Child safety concern,suspected_grooming_signal,Critical,1,UK,Email support,Russian,0.78,Child Safety Escalation,True,Child safety escalation
TKT-0155,2026-01-14 17:33:00,Can someone explain which rule I broke?,Policy confusion,appeal_request,Low,72,Global / Unknown,Appeal form,Spanish,0.84,Support / Education,False,No action
TKT-0156,2026-01-04 07:08:00,Someone changed my password and I cannot access my account.,Account abuse,account_recovery_abuse,High,4,UK,Mobile app,Spanish,0.84,Fraud and Account Integrity,True,Human review required
TKT-0157,2026-04-30 01:45:00,I think a minor may be at risk based on this interaction.,Child safety concern,age_appropriate_content_concern,Critical,1,Global / Unknown,Email support,Other,0.63,Child Safety Escalation,True,Human review required
TKT-0158,2026-03-08 21:16:00,My payment method was used without my permission.,Billing safety escalation,suspicious_charge,High,4,Middle East,Mobile app,French,0.64,Fraud and Account Integrity,True,Fraud investigation
TKT-0159,2026-03-05 23:00:00,Why was my account feature restricted?,Policy confusion,unclear_policy_application,Medium,24,Middle East,Web form,Spanish,0.82,Support / Education,False,User education
TKT-0160,2026-04-18 17:32:00,I saw a message from a user saying they cannot continue anymore.,Self-harm concern,self_disclosure,High,4,Africa,Email support,Russian,0.66,Trust & Safety Review,True,Human review required
TKT-0161,2026-01-24 19:43:00,A user asked me to send payment through a private link.,Scam or fraud,refund_abuse,High,4,Asia-Pacific,In-product report,German,0.91,Fraud and Account Integrity,True,Fraud investigation
TKT-0162,2026-01-07 12:35:00,Someone pressured me into making a payment.,Billing safety escalation,payment_method_misuse,Medium,24,UK,Appeal form,French,0.6,Fraud and Account Integrity,True,Fraud investigation
TKT-0163,2026-01-16 14:04:00,I want my private information removed from this post.,Privacy concern,personal_data_exposure,High,4,Africa,Appeal form,French,0.67,Privacy Review,True,Privacy escalation
TKT-0164,2026-01-13 11:03:00,A user is spreading misleading safety information.,Misinformation,health_misinformation,High,4,North America,Live chat,Russian,0.7,Policy Review,True,Policy review
TKT-0165,2026-02-14 12:22:00,A user keeps sending me unwanted messages after I asked them to stop.,Harassment,threats,Medium,24,Europe,In-product report,French,0.91,Trust & Safety Review,False,Human review required
TKT-0166,2026-03-17 18:17:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,advance_fee_scam,High,4,UK,Live chat,Arabic,0.85,Fraud and Account Integrity,True,Human review required
TKT-0167,2026-04-28 16:07:00,This looks like coordinated fake account activity.,Platform integrity,review_manipulation,High,4,Europe,Web form,Other,0.7,Fraud and Account Integrity,True,Fraud investigation
TKT-0168,2026-04-11 22:33:00,This account is pretending to be someone else and asking people for money.,Scam or fraud,investment_scam,High,4,Latin America,Appeal form,German,0.69,Fraud and Account Integrity,True,Human review required
TKT-0169,2026-01-11 22:21:00,This video appears to be manipulated and presented as real.,Misinformation,health_misinformation,Medium,24,UK,In-product report,French,0.73,Policy Review,True,Policy review
TKT-0170,2026-02-03 02:34:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,spam_network,Medium,24,Africa,Appeal form,Other,0.6,Fraud and Account Integrity,True,Fraud investigation
TKT-0171,2026-01-02 13:54:00,I received threatening messages from another account.,Harassment,hate_directed_abuse,Medium,24,Africa,Appeal form,English,0.76,Trust & Safety Review,False,Safety escalation
TKT-0172,2026-03-08 08:07:00,Someone sent me a link that looks like a phishing attempt.,Scam or fraud,impersonation,High,4,Asia-Pacific,Email support,Other,0.65,Fraud and Account Integrity,True,Human review required
TKT-0173,2026-04-07 17:30:00,I want to appeal the decision on my content.,Policy confusion,feature_restriction_question,Low,72,Middle East,Mobile app,Spanish,0.95,Support / Education,False,Policy review
TKT-0174,2026-03-29 08:07:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,review_manipulation,Medium,24,UK,Web form,Other,0.76,Fraud and Account Integrity,False,Fraud investigation
TKT-0175,2026-01-02 18:31:00,This content does not seem appropriate for children.,Child safety concern,age_appropriate_content_concern,Critical,1,Latin America,Email support,English,0.88,Child Safety Escalation,True,Human review required
TKT-0176,2026-03-06 00:38:00,Someone is sharing instructions that may cause harm if followed.,Misinformation,safety_misinformation,Medium,24,North America,In-product report,English,0.87,Policy Review,False,Human review required
TKT-0177,2026-04-02 21:18:00,I received a login alert from a location I do not recognise.,Account abuse,account_recovery_abuse,Medium,24,Global / Unknown,Appeal form,Arabic,0.61,Fraud and Account Integrity,True,Human review required
TKT-0178,2026-02-26 15:33:00,A user posted my phone number publicly.,Privacy concern,doxxing_concern,High,4,Africa,Appeal form,English,0.68,Privacy Review,True,Privacy escalation
TKT-0179,2026-02-15 13:57:00,The policy explanation was unclear to me.,Policy confusion,content_removal_question,Medium,24,Asia-Pacific,Appeal form,English,0.87,Support / Education,False,User education
TKT-0180,2026-03-08 20:15:00,A user asked me to send payment through a private link.,Scam or fraud,investment_scam,High,4,Africa,Live chat,Other,0.92,Fraud and Account Integrity,True,Human review required
TKT-0181,2026-03-01 01:09:00,Someone pressured me into making a payment.,Billing safety escalation,coerced_payment,Medium,24,Global / Unknown,Appeal form,German,0.58,Fraud and Account Integrity,True,Human review required
TKT-0182,2026-03-20 20:52:00,I want to appeal the decision on my content.,Policy confusion,unclear_policy_application,Low,72,Asia-Pacific,Appeal form,German,0.77,Support / Education,False,User education
TKT-0183,2026-03-19 00:22:00,A post is making false claims that could lead people to unsafe behaviour.,Misinformation,health_misinformation,High,4,Global / Unknown,Email support,French,0.63,Policy Review,True,Policy review
TKT-0184,2026-04-13 22:39:00,I received a login alert from a location I do not recognise.,Account abuse,session_hijack_suspected,Medium,24,Asia-Pacific,Web form,English,0.57,Fraud and Account Integrity,True,Human review required
TKT-0185,2026-01-28 11:39:00,Someone sent me a link that looks like a phishing attempt.,Scam or fraud,off_platform_payment,High,4,UK,Appeal form,French,0.66,Fraud and Account Integrity,True,Human review required
TKT-0186,2026-04-21 13:31:00,My recovery email was changed and I did not request it.,Account abuse,unauthorised_login,High,4,Global / Unknown,Mobile app,English,0.76,Fraud and Account Integrity,True,Account security review
TKT-0187,2026-03-13 20:51:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,refund_abuse,High,4,Global / Unknown,Mobile app,German,0.71,Fraud and Account Integrity,True,Fraud investigation
TKT-0188,2026-03-15 06:38:00,Several accounts appear to be bots.,Platform integrity,spam_network,High,4,Europe,In-product report,Arabic,0.89,Fraud and Account Integrity,True,Content review
TKT-0189,2026-03-01 23:27:00,A user asked me to send payment through a private link.,Scam or fraud,fake_offer,High,4,North America,Web form,French,0.75,Fraud and Account Integrity,True,Human review required
TKT-0190,2026-02-26 23:07:00,This post is sharing dangerous health advice that could harm people.,Misinformation,misleading_claims,High,4,Middle East,Mobile app,Spanish,0.92,Policy Review,True,Human review required
TKT-0191,2026-03-24 08:09:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,potential_immediate_risk,Critical,1,Latin America,Live chat,Russian,0.95,Trust & Safety Review,True,Safety escalation
TKT-0192,2026-02-18 07:06:00,My address was shared in a comment without my consent.,Privacy concern,deletion_request,Medium,24,Latin America,Appeal form,English,0.91,Privacy Review,True,Privacy escalation
TKT-0193,2026-04-10 15:08:00,Someone sent me a link that looks like a phishing attempt.,Scam or fraud,phishing_attempt,High,4,North America,In-product report,Other,0.72,Fraud and Account Integrity,True,Human review required
TKT-0194,2026-03-20 00:27:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,refund_dispute_with_fraud_signal,High,4,UK,Mobile app,Arabic,0.69,Fraud and Account Integrity,True,Account security review
TKT-0195,2026-02-14 07:44:00,A user posted something that sounds like they are in crisis.,Self-harm concern,potential_immediate_risk,Critical,1,UK,Web form,Arabic,0.64,Trust & Safety Review,True,Human review required
TKT-0196,2026-03-24 00:44:00,My address was shared in a comment without my consent.,Privacy concern,unauthorised_sharing,High,4,Global / Unknown,Appeal form,Arabic,0.63,Privacy Review,True,Privacy escalation
TKT-0197,2026-04-09 16:49:00,My personal details are visible where they should not be.,Privacy concern,visibility_misconfiguration,Medium,24,North America,In-product report,English,0.59,Privacy Review,True,Privacy escalation
TKT-0198,2026-04-08 01:32:00,I requested a refund but the situation looks like fraud.,Billing safety escalation,coerced_payment,Medium,24,Africa,Mobile app,Spanish,0.56,Fraud and Account Integrity,True,Fraud investigation
TKT-0199,2026-04-28 18:16:00,This account is pretending to be someone else and asking people for money.,Scam or fraud,phishing_attempt,High,4,North America,Web form,French,0.66,Fraud and Account Integrity,True,Fraud investigation
TKT-0200,2026-04-25 05:19:00,My account settings were changed without my permission.,Account abuse,credential_stuffing_suspected,High,4,UK,Web form,French,0.65,Fraud and Account Integrity,True,Human review required
TKT-0201,2026-03-27 21:41:00,The policy explanation was unclear to me.,Policy confusion,feature_restriction_question,Low,72,North America,In-product report,French,0.87,Support / Education,False,No action
TKT-0202,2026-01-12 08:42:00,I requested a refund but the situation looks like fraud.,Billing safety escalation,billing_after_account_takeover,High,4,Global / Unknown,Web form,Arabic,0.96,Fraud and Account Integrity,True,Fraud investigation
TKT-0203,2026-03-23 04:45:00,Several accounts appear to be bots.,Platform integrity,scripted_abuse,Medium,24,Global / Unknown,Web form,French,0.67,Fraud and Account Integrity,True,Content review
TKT-0204,2026-01-14 02:26:00,The policy explanation was unclear to me.,Policy confusion,feature_restriction_question,Medium,24,Africa,Appeal form,English,0.81,Support / Education,False,User education
TKT-0205,2026-01-11 07:29:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,potential_immediate_risk,High,4,Africa,Mobile app,English,0.78,Trust & Safety Review,True,Human review required
TKT-0206,2026-04-14 23:55:00,My personal details are visible where they should not be.,Privacy concern,unauthorised_sharing,Medium,24,Asia-Pacific,Mobile app,French,0.58,Privacy Review,True,Human review required
TKT-0207,2026-01-29 15:04:00,This account is pretending to be someone else and asking people for money.,Scam or fraud,advance_fee_scam,High,4,Asia-Pacific,In-product report,Spanish,0.66,Fraud and Account Integrity,True,Fraud investigation
TKT-0208,2026-04-09 12:34:00,I received threatening messages from another account.,Harassment,repeated_unwanted_contact,High,4,North America,Mobile app,Arabic,0.65,Trust & Safety Review,True,Safety escalation
TKT-0209,2026-01-30 03:27:00,Private information about a child was shared publicly.,Child safety concern,suspected_grooming_signal,Critical,1,Africa,Mobile app,Arabic,0.64,Child Safety Escalation,True,Human review required
TKT-0210,2026-03-26 20:37:00,This post is sharing dangerous health advice that could harm people.,Misinformation,harmful_instructional_content,Medium,24,North America,Appeal form,Russian,0.62,Policy Review,True,Policy review
TKT-0211,2026-03-02 21:29:00,My address was shared in a comment without my consent.,Privacy concern,visibility_misconfiguration,Medium,24,Latin America,In-product report,English,0.73,Privacy Review,True,Privacy escalation
TKT-0212,2026-01-20 13:32:00,The policy explanation was unclear to me.,Policy confusion,appeal_request,Medium,24,North America,In-product report,English,0.78,Support / Education,False,Policy review
TKT-0213,2026-02-18 23:48:00,This post is sharing dangerous health advice that could harm people.,Misinformation,health_misinformation,Medium,24,Africa,Email support,German,0.83,Policy Review,False,Policy review
TKT-0214,2026-01-16 01:48:00,Someone shared private information about me without permission.,Privacy concern,unauthorised_sharing,High,4,Asia-Pacific,In-product report,English,0.81,Privacy Review,True,Privacy escalation
TKT-0215,2026-02-15 13:29:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,suspicious_charge,High,4,Europe,Mobile app,French,0.86,Fraud and Account Integrity,True,Fraud investigation
TKT-0216,2026-03-05 12:11:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,payment_method_misuse,High,4,Africa,Appeal form,Other,0.77,Fraud and Account Integrity,True,Human review required
TKT-0217,2026-01-23 09:57:00,I received a suspicious message promising a fake investment return.,Scam or fraud,off_platform_payment,High,4,Latin America,Live chat,Other,0.8,Fraud and Account Integrity,True,Fraud investigation
TKT-0218,2026-02-07 15:00:00,A user appears to be trying to build an unsafe relationship with a minor.,Child safety concern,suspected_grooming_signal,Critical,1,Africa,Mobile app,Other,0.75,Child Safety Escalation,True,Child safety escalation
TKT-0219,2026-02-09 16:49:00,A group of users are targeting me with abusive replies.,Harassment,targeted_insults,High,4,UK,Appeal form,Spanish,0.92,Trust & Safety Review,True,Safety escalation
TKT-0220,2026-04-21 15:09:00,My account settings were changed without my permission.,Account abuse,session_hijack_suspected,High,4,Global / Unknown,In-product report,French,0.75,Fraud and Account Integrity,True,Human review required
TKT-0221,2026-01-30 13:34:00,My address was shared in a comment without my consent.,Privacy concern,visibility_misconfiguration,High,4,North America,Email support,English,0.89,Privacy Review,True,Human review required
TKT-0222,2026-02-05 00:07:00,A group of users are targeting me with abusive replies.,Harassment,threats,Medium,24,North America,Live chat,Arabic,0.7,Trust & Safety Review,True,Human review required
TKT-0223,2026-03-03 14:13:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,refund_dispute_with_fraud_signal,Medium,24,Latin America,Live chat,English,0.87,Fraud and Account Integrity,True,Fraud investigation
TKT-0224,2026-02-26 19:51:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,payment_method_misuse,High,4,Asia-Pacific,Email support,German,0.94,Fraud and Account Integrity,True,Fraud investigation
TKT-0225,2026-04-10 13:42:00,Private information about a child was shared publicly.,Child safety concern,minor_contact_concern,Critical,1,Latin America,Web form,German,0.8,Child Safety Escalation,True,Human review required
TKT-0226,2026-03-24 05:40:00,My recovery email was changed and I did not request it.,Account abuse,suspicious_login_attempt,Medium,24,Middle East,In-product report,English,0.64,Fraud and Account Integrity,True,Account security review
TKT-0227,2026-01-01 19:53:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,crisis_language,Critical,1,Europe,Mobile app,Spanish,0.86,Trust & Safety Review,True,Human review required
TKT-0228,2026-01-24 23:37:00,This post is sharing dangerous health advice that could harm people.,Misinformation,safety_misinformation,High,4,Latin America,Appeal form,Russian,0.63,Policy Review,True,Policy review
TKT-0229,2026-01-14 15:37:00,I think someone is trying to break into my account repeatedly.,Account abuse,session_hijack_suspected,High,4,Europe,Email support,English,0.94,Fraud and Account Integrity,True,Account security review
TKT-0230,2026-01-14 16:02:00,Someone is making intimidating comments toward me.,Harassment,sexual_harassment,Medium,24,Middle East,Live chat,Spanish,0.89,Trust & Safety Review,False,Human review required
TKT-0231,2026-02-09 02:57:00,I think a minor may be at risk based on this interaction.,Child safety concern,minor_contact_concern,Critical,1,Europe,Mobile app,Other,0.84,Child Safety Escalation,True,Child safety escalation
TKT-0232,2026-04-02 13:34:00,This looks like coordinated fake account activity.,Platform integrity,review_manipulation,Medium,24,Europe,Web form,English,0.94,Fraud and Account Integrity,False,Content review
TKT-0233,2026-04-05 06:07:00,Several accounts appear to be bots.,Platform integrity,spam_network,Medium,24,UK,Live chat,Arabic,0.88,Fraud and Account Integrity,False,Human review required
TKT-0234,2026-03-11 11:03:00,Someone shared private information about me without permission.,Privacy concern,unauthorised_sharing,High,4,Africa,Email support,Spanish,0.64,Privacy Review,True,Human review required
TKT-0235,2026-01-11 08:38:00,A user keeps sending me unwanted messages after I asked them to stop.,Harassment,intimidation,Medium,24,Latin America,Mobile app,English,0.79,Trust & Safety Review,False,Human review required
TKT-0236,2026-01-24 09:07:00,Can someone explain which rule I broke?,Policy confusion,appeal_request,Medium,24,Middle East,In-product report,Other,0.85,Support / Education,False,No action
TKT-0237,2026-03-27 20:29:00,I saw a message from a user saying they cannot continue anymore.,Self-harm concern,crisis_language,Critical,1,Global / Unknown,Web form,Spanish,0.8,Trust & Safety Review,True,Human review required
TKT-0238,2026-01-17 08:44:00,This looks like coordinated fake account activity.,Platform integrity,bot_like_activity,Medium,24,UK,Live chat,Spanish,0.85,Fraud and Account Integrity,False,Content review
TKT-0239,2026-02-24 00:12:00,My address was shared in a comment without my consent.,Privacy concern,doxxing_concern,High,4,North America,In-product report,German,0.87,Privacy Review,True,Privacy escalation
TKT-0240,2026-02-06 01:27:00,The policy explanation was unclear to me.,Policy confusion,appeal_request,Low,72,Asia-Pacific,Live chat,Russian,0.95,Support / Education,False,No action
TKT-0241,2026-02-16 04:05:00,I saw a message from a user saying they cannot continue anymore.,Self-harm concern,crisis_language,Critical,1,North America,Appeal form,Arabic,0.79,Trust & Safety Review,True,Human review required
TKT-0242,2026-01-31 09:05:00,I requested a refund but the situation looks like fraud.,Billing safety escalation,coerced_payment,Medium,24,North America,Appeal form,German,0.7,Fraud and Account Integrity,True,Fraud investigation
TKT-0243,2026-01-31 03:52:00,Can someone explain which rule I broke?,Policy confusion,unclear_policy_application,Medium,24,Africa,Mobile app,Other,0.63,Support / Education,True,No action
TKT-0244,2026-03-01 22:07:00,Someone is sharing instructions that may cause harm if followed.,Misinformation,misleading_claims,High,4,UK,Web form,Arabic,0.69,Policy Review,True,Content review
TKT-0245,2026-01-15 12:48:00,My payment method was used without my permission.,Billing safety escalation,payment_method_misuse,Medium,24,Asia-Pacific,Appeal form,English,0.84,Fraud and Account Integrity,True,Human review required
TKT-0246,2026-03-12 03:30:00,I am worried that another user may hurt themselves based on their recent messages.,Self-harm concern,crisis_language,High,4,Latin America,Mobile app,English,0.82,Trust & Safety Review,True,Safety escalation
TKT-0247,2026-02-22 05:29:00,I want to appeal the decision on my content.,Policy confusion,account_action_question,Medium,24,Global / Unknown,Email support,German,0.64,Support / Education,True,No action
TKT-0248,2026-01-10 20:21:00,I requested a refund but the situation looks like fraud.,Billing safety escalation,billing_after_account_takeover,Medium,24,North America,Appeal form,Other,0.6,Fraud and Account Integrity,True,Fraud investigation
TKT-0249,2026-01-09 20:35:00,Someone pressured me into making a payment.,Billing safety escalation,suspicious_charge,Medium,24,Latin America,Live chat,French,0.69,Fraud and Account Integrity,True,Account security review
TKT-0250,2026-03-31 00:07:00,Several accounts appear to be bots.,Platform integrity,scripted_abuse,High,4,North America,In-product report,Russian,0.89,Fraud and Account Integrity,True,Fraud investigation
TKT-0251,2026-03-17 19:04:00,Can someone explain which rule I broke?,Policy confusion,appeal_request,Medium,24,North America,In-product report,Arabic,0.86,Support / Education,False,Policy review
TKT-0252,2026-02-16 12:32:00,This video appears to be manipulated and presented as real.,Misinformation,misleading_claims,Medium,24,Asia-Pacific,Web form,Spanish,0.7,Policy Review,True,Human review required
TKT-0253,2026-04-03 16:23:00,My address was shared in a comment without my consent.,Privacy concern,deletion_request,High,4,Africa,Appeal form,Arabic,0.62,Privacy Review,True,Human review required
TKT-0254,2026-02-04 19:11:00,Someone pressured me into making a payment.,Billing safety escalation,payment_method_misuse,High,4,Latin America,Appeal form,English,0.73,Fraud and Account Integrity,True,Fraud investigation
TKT-0255,2026-03-17 20:35:00,I saw a message from a user saying they cannot continue anymore.,Self-harm concern,non_immediate_distress,Critical,1,Asia-Pacific,Appeal form,Spanish,0.62,Trust & Safety Review,True,Human review required
TKT-0256,2026-02-20 19:50:00,A user asked me to send payment through a private link.,Scam or fraud,investment_scam,High,4,Latin America,Mobile app,French,0.79,Fraud and Account Integrity,True,Human review required
TKT-0257,2026-02-25 17:36:00,Someone changed my password and I cannot access my account.,Account abuse,suspicious_login_attempt,High,4,UK,Web form,Russian,0.69,Fraud and Account Integrity,True,Human review required
TKT-0258,2026-04-25 20:34:00,The same scripted message is being posted across many accounts.,Platform integrity,spam_network,High,4,Latin America,Appeal form,German,0.93,Fraud and Account Integrity,True,Human review required
TKT-0259,2026-05-01 00:50:00,A user keeps sending me unwanted messages after I asked them to stop.,Harassment,hate_directed_abuse,High,4,North America,Live chat,Other,0.74,Trust & Safety Review,True,Human review required
TKT-0260,2026-03-31 07:31:00,My account settings were changed without my permission.,Account abuse,credential_stuffing_suspected,High,4,UK,In-product report,Spanish,0.66,Fraud and Account Integrity,True,Human review required
TKT-0261,2026-02-14 10:32:00,A group of fake accounts are manipulating reviews.,Platform integrity,scripted_abuse,Medium,24,Middle East,Live chat,French,0.7,Fraud and Account Integrity,True,Content review
TKT-0262,2026-02-21 14:24:00,Someone is making intimidating comments toward me.,Harassment,hate_directed_abuse,High,4,Global / Unknown,Web form,Spanish,0.94,Trust & Safety Review,True,Safety escalation
TKT-0263,2026-02-18 16:24:00,Can someone explain which rule I broke?,Policy confusion,feature_restriction_question,Medium,24,Latin America,Appeal form,English,0.67,Support / Education,True,No action
TKT-0264,2026-01-20 14:28:00,Someone is sharing instructions that may cause harm if followed.,Misinformation,manipulated_media,High,4,Middle East,Appeal form,Russian,0.83,Policy Review,True,Content review
TKT-0265,2026-02-19 16:15:00,This video appears to be manipulated and presented as real.,Misinformation,misleading_claims,High,4,Asia-Pacific,Live chat,German,0.84,Policy Review,True,Content review
TKT-0266,2026-02-06 12:45:00,A user is spreading misleading safety information.,Misinformation,safety_misinformation,High,4,UK,Appeal form,Spanish,0.66,Policy Review,True,Human review required
TKT-0267,2026-02-08 17:37:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,scripted_abuse,High,4,Latin America,Email support,Russian,0.73,Fraud and Account Integrity,True,Content review
TKT-0268,2026-04-22 23:26:00,I received a suspicious message promising a fake investment return.,Scam or fraud,advance_fee_scam,High,4,Africa,Mobile app,Other,0.84,Fraud and Account Integrity,True,Fraud investigation
TKT-0269,2026-04-14 18:37:00,Someone is sharing instructions that may cause harm if followed.,Misinformation,health_misinformation,Medium,24,Europe,In-product report,Other,0.91,Policy Review,False,Policy review
TKT-0270,2026-04-04 20:58:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,billing_after_account_takeover,Medium,24,Middle East,Email support,German,0.81,Fraud and Account Integrity,True,Account security review
TKT-0271,2026-02-13 17:09:00,Someone is repeatedly insulting me in comments.,Harassment,sexual_harassment,Medium,24,Latin America,Mobile app,Russian,0.91,Trust & Safety Review,False,Content review
TKT-0272,2026-02-06 11:29:00,This post is sharing dangerous health advice that could harm people.,Misinformation,manipulated_media,High,4,Europe,Web form,English,0.69,Policy Review,True,Human review required
TKT-0273,2026-04-01 12:04:00,A user appears to be trying to build an unsafe relationship with a minor.,Child safety concern,suspected_grooming_signal,Critical,1,North America,Web form,German,0.9,Child Safety Escalation,True,Human review required
TKT-0274,2026-01-30 09:23:00,Someone is sharing instructions that may cause harm if followed.,Misinformation,misleading_claims,Medium,24,Latin America,Mobile app,Russian,0.78,Policy Review,False,Content review
TKT-0275,2026-03-24 03:05:00,I received a login alert from a location I do not recognise.,Account abuse,account_recovery_abuse,Medium,24,Middle East,In-product report,Spanish,0.71,Fraud and Account Integrity,True,Account security review
TKT-0276,2026-03-17 22:30:00,My payment method was used without my permission.,Billing safety escalation,refund_dispute_with_fraud_signal,High,4,North America,Email support,Other,0.75,Fraud and Account Integrity,True,Account security review
TKT-0277,2026-01-05 01:17:00,Someone is sharing instructions that may cause harm if followed.,Misinformation,health_misinformation,High,4,Europe,Web form,Russian,0.74,Policy Review,True,Policy review
TKT-0278,2026-04-20 14:46:00,Someone changed my password and I cannot access my account.,Account abuse,account_recovery_abuse,High,4,Europe,Mobile app,French,0.77,Fraud and Account Integrity,True,Human review required
TKT-0279,2026-04-24 18:34:00,I am worried an adult is contacting my younger sibling.,Child safety concern,suspected_grooming_signal,Critical,1,Global / Unknown,Mobile app,English,0.64,Child Safety Escalation,True,Human review required
TKT-0280,2026-03-18 23:11:00,This content does not seem appropriate for children.,Child safety concern,suspected_grooming_signal,Critical,1,UK,Appeal form,German,0.9,Child Safety Escalation,True,Human review required
TKT-0281,2026-03-12 13:20:00,My account settings were changed without my permission.,Account abuse,session_hijack_suspected,Medium,24,Latin America,Email support,English,0.61,Fraud and Account Integrity,True,Human review required
TKT-0282,2026-01-13 21:00:00,I want to appeal the decision on my content.,Policy confusion,appeal_request,Medium,24,Global / Unknown,Web form,German,0.71,Support / Education,True,No action
TKT-0283,2026-04-01 09:46:00,Someone pressured me into making a payment.,Billing safety escalation,billing_after_account_takeover,High,4,Asia-Pacific,Mobile app,Other,0.93,Fraud and Account Integrity,True,Fraud investigation
TKT-0284,2026-03-22 00:28:00,A user posted my phone number publicly.,Privacy concern,visibility_misconfiguration,Medium,24,North America,Appeal form,German,0.78,Privacy Review,True,Privacy escalation
TKT-0285,2026-03-05 23:27:00,A post is making false claims that could lead people to unsafe behaviour.,Misinformation,manipulated_media,Medium,24,North America,Email support,Other,0.86,Policy Review,False,Policy review
TKT-0286,2026-02-04 11:08:00,I requested a refund but the situation looks like fraud.,Billing safety escalation,coerced_payment,Medium,24,Middle East,Live chat,German,0.68,Fraud and Account Integrity,True,Account security review
TKT-0287,2026-02-11 06:47:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,refund_abuse,High,4,Middle East,Email support,Spanish,0.68,Fraud and Account Integrity,True,Human review required
TKT-0288,2026-01-29 12:22:00,I saw a message from a user saying they cannot continue anymore.,Self-harm concern,concern_about_other_user,Critical,1,Africa,Email support,German,0.74,Trust & Safety Review,True,Safety escalation
TKT-0289,2026-01-06 15:15:00,Someone shared private information about me without permission.,Privacy concern,personal_data_exposure,High,4,Asia-Pacific,Web form,German,0.82,Privacy Review,True,Human review required
TKT-0290,2026-01-05 05:38:00,My personal details are visible where they should not be.,Privacy concern,doxxing_concern,Medium,24,Global / Unknown,Appeal form,French,0.7,Privacy Review,True,Human review required
TKT-0291,2026-03-13 13:19:00,Private information about a child was shared publicly.,Child safety concern,suspected_grooming_signal,Critical,1,Asia-Pacific,In-product report,English,0.94,Child Safety Escalation,True,Child safety escalation
TKT-0292,2026-04-11 12:25:00,Why was my account feature restricted?,Policy confusion,content_removal_question,Low,72,UK,In-product report,Other,0.77,Support / Education,False,No action
TKT-0293,2026-04-18 15:02:00,Someone is repeatedly insulting me in comments.,Harassment,intimidation,High,4,Middle East,Mobile app,English,0.95,Trust & Safety Review,True,Human review required
TKT-0294,2026-02-08 03:06:00,A user posted something that sounds like they are in crisis.,Self-harm concern,concern_about_other_user,Critical,1,North America,Live chat,German,0.94,Trust & Safety Review,True,Safety escalation
TKT-0295,2026-01-12 21:44:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,payment_method_misuse,High,4,Asia-Pacific,Appeal form,German,0.84,Fraud and Account Integrity,True,Fraud investigation
TKT-0296,2026-01-25 12:57:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,investment_scam,High,4,North America,Appeal form,Arabic,0.65,Fraud and Account Integrity,True,Fraud investigation
TKT-0297,2026-02-05 13:49:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,self_disclosure,High,4,Global / Unknown,In-product report,Spanish,0.82,Trust & Safety Review,True,Safety escalation
TKT-0298,2026-03-21 05:40:00,I want to appeal the decision on my content.,Policy confusion,feature_restriction_question,Medium,24,Latin America,Live chat,German,0.75,Support / Education,False,No action
TKT-0299,2026-02-27 12:06:00,I think someone is trying to break into my account repeatedly.,Account abuse,session_hijack_suspected,High,4,Asia-Pacific,Mobile app,German,0.7,Fraud and Account Integrity,True,Account security review
TKT-0300,2026-04-20 16:43:00,A group of users are targeting me with abusive replies.,Harassment,intimidation,High,4,Africa,Live chat,Other,0.66,Trust & Safety Review,True,Human review required
TKT-0301,2026-03-24 19:09:00,A user posted my phone number publicly.,Privacy concern,personal_data_exposure,Medium,24,Latin America,Mobile app,English,0.82,Privacy Review,True,Privacy escalation
